基金代码,状态,托管费率,最高申购费率,最高认购费率,最高赎回费率,状态_费率,管理费率,销售服务费率,业绩比较基准,份额规模,发行日期,基金全称,基金托管人,基金简称,基金管理人,基金类型,基金经理人,成立日期/规模,成立来分红,状态_概况,资产规模,跟踪标的
006315（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.20%（每年）,沪深300指数收益率×75%+上证国债指数收益率×25%,0.6715亿份（截止至：2025年06月30日）,2019年02月01日,国联策略优选混合型证券投资基金,中国银行,国联策略优选混合C,国联基金,混合型-偏股,王喆、叶天垚,2019年05月08日 / 3.798亿份,每份累计0.40元（1次）,,1.36亿元（截止至：2025年06月30日）份额规模0.6715亿份（截止至：2025年06月30日）,该基金无跟踪标的
013176（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.50%（每年）,中证环保产业指数*75%+恒生指数收益率(按估值汇率折算)*5%+中证全债指数收益率*20%,4.9774亿份（截止至：2025年06月30日）,2021年09月06日,海富通碳中和主题混合型证券投资基金,招商银行,海富通碳中和混合C,海富通基金,混合型-偏股,范庭芳,2021年09月24日 / 19.274亿份,每份累计0.00元（0次）,,2.50亿元（截止至：2025年06月30日）份额规模4.9774亿份（截止至：2025年06月30日）,该基金无跟踪标的
019190（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.60%（每年）,沪深300指数收益率*75%+中债综合全价(总值)指数收益率*20%+中证港股通综合指数收益率*5%,0.8415亿份（截止至：2025年06月30日）,2024年02月08日,华商品质价值混合型证券投资基金,招商银行,华商品质价值混合C,华商基金,混合型-偏股,余懿,2024年04月02日 / 7.705亿份,每份累计0.00元（0次）,,1.21亿元（截止至：2025年06月30日）份额规模0.8415亿份（截止至：2025年06月30日）,该基金无跟踪标的
014855（前端）基金类型指数型-股票,成功,0.10%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,0.60%（每年）,0.25%（每年）,中证半导体产业指数收益率*95%+银行活期存款税后利率*5%,16.8598亿份（截止至：2025年06月30日）,2022年04月06日,嘉实中证半导体产业指数增强型发起式证券投资基金,中国银行,嘉实中证半导体指数增强发起式C,嘉实基金,指数型-股票,刘斌,2022年04月22日 / 0.223亿份,每份累计0.00元（0次）,,21.49亿元（截止至：2025年06月30日）份额规模16.8598亿份（截止至：2025年06月30日）,中证半导体产业指数
003567（前端）基金类型混合型-偏股,成功,0.20%（每年）,,1.20%（前端）天天基金优惠费率：0.12%（前端）,,,1.20%（每年）,0.00%（每年）,沪深300指数收益率*80%+上证国债指数收益率*20%,21.0511亿份（截止至：2025年06月30日）,2016年12月29日,华夏行业景气混合型证券投资基金,中国银行,华夏行业景气混合A,华夏基金,混合型-偏股,钟帅,2017年02月04日 / 3.818亿份,每份累计0.00元（0次）,,72.61亿元（截止至：2025年06月30日）份额规模21.0511亿份（截止至：2025年06月30日）,该基金无跟踪标的
011117（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,---（前端）,1.50%（前端）,,1.20%（每年）,0.60%（每年）,中证港股通综合指数收益率*75%+同期银行活期存款利率(税后)*25%,8.0087亿份（截止至：2025年06月30日）,2018年07月04日,富国沪港深业绩驱动混合型证券投资基金,招商银行,富国沪港深业绩驱动混合型C,富国基金,混合型-偏股,宁君,2020年12月29日 / --,每份累计0.00元（0次）,,16.65亿元（截止至：2025年06月30日）份额规模8.0087亿份（截止至：2025年06月30日）,该基金无跟踪标的
020478（前端）基金类型指数型-股票,成功,0.08%（每年）,,0.80%（前端）,,,0.50%（每年）,0.00%（每年）,中证芯片产业指数收益率*95%+银行活期存款利率(税后)*5%,0.484亿份（截止至：2025年06月30日）,2024年01月22日,中欧中证芯片产业指数发起式证券投资基金,工商银行,中欧中证芯片产业指数发起A,中欧基金,指数型-股票,宋巍巍,2024年02月02日 / 0.118亿份,每份累计0.00元（0次）,,0.78亿元（截止至：2025年06月30日）份额规模0.484亿份（截止至：2025年06月30日）,中证芯片产业指数
019825（前端）基金类型股票型,成功,0.10%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.00%（每年）,0.50%（每年）,中证新材料主题指数收益率*90%+上证国债指数收益率*5%+恒生原材料业指数(人民币)收益率*5%,0.0146亿份（截止至：2025年06月30日）,2023年11月03日,国寿安保新材料股票型发起式证券投资基金,广发银行,国寿安保新材料股票发起式C,国寿安保基金,股票型,撒伟旭,2023年11月06日 / 0.100亿份,每份累计0.00元（0次）,,0.02亿元（截止至：2025年06月30日）份额规模0.0146亿份（截止至：2025年06月30日）,该基金无跟踪标的
017847（前端）基金类型指数型-股票,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.00%（每年）,0.40%（每年）,中证1000指数收益率*95%+同期银行活期存款利率(税后)*5%,1.4632亿份（截止至：2025年06月30日）,2023年03月09日,国金中证1000指数增强型证券投资基金,招商银行,国金中证1000指数增强C,国金基金,指数型-股票,李洪超,2023年03月22日 / 9.393亿份,每份累计0.00元（0次）,,1.58亿元（截止至：2025年06月30日）份额规模1.4632亿份（截止至：2025年06月30日）,中证1000指数
017461（前端）基金类型混合型-灵活,成功,0.20%（每年）,0.00%（前端）,---（前端）,1.50%（前端）,,1.20%（每年）,0.60%（每年）,沪深300指数收益率*55%+中债总财富指数收益率*45%,0.3828亿份（截止至：2025年06月30日）,2022年11月30日,长城久鑫灵活配置混合型证券投资基金,中国银行,长城久鑫混合C,长城基金,混合型-灵活,余欢,2022年11月30日 / --,每份累计0.00元（0次）,,0.66亿元（截止至：2025年06月30日）份额规模0.3828亿份（截止至：2025年06月30日）,该基金无跟踪标的
017795（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.60%（每年）,沪深300指数收益率*70%+恒生指数收益率*5%+中证综合债券指数收益率*25%,0.6414亿份（截止至：2025年06月30日）,2023年03月06日,交银施罗德启盛混合型证券投资基金,浦发银行,交银启盛混合C,交银施罗德基金,混合型-偏股,封晴,2023年03月30日 / 4.410亿份,每份累计0.00元（0次）,,0.63亿元（截止至：2025年06月30日）份额规模0.6414亿份（截止至：2025年06月30日）,该基金无跟踪标的
011487,失败,,,,,,,,,,,,,,,,,,,"抓取失败: 网络错误 (HTTPSConnectionPool(host='fundf10.eastmoney.com', port=443): Read timed out. (read timeout=12))",,
022252（前端）基金类型混合型-灵活,成功,0.20%（每年）,0.00%（前端）,---（前端）,1.50%（前端）,,1.20%（每年）,0.40%（每年）,中证医药100指数收益率*30%+中证文体指数收益率*30%+上证国债指数收益率*40%,0.0403亿份（截止至：2025年06月30日）,2017年11月20日,中邮健康文娱灵活配置混合型证券投资基金,交通银行,中邮健康文娱灵活配置混合C,中邮基金,混合型-灵活,宫正,2024年09月27日 / --,每份累计0.00元（0次）,,0.10亿元（截止至：2025年06月30日）份额规模0.0403亿份（截止至：2025年06月30日）,该基金无跟踪标的
017304（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.60%（每年）,中证800指数收益率*65%+中证港股通综合指数收益率*15%+中债综合全价指数收益率*20%,11.9492亿份（截止至：2025年06月30日）,2023年04月10日,华安景气领航混合型证券投资基金,工商银行,华安景气领航混合C,华安基金,混合型-偏股,胡宜斌,2023年04月27日 / 54.531亿份,每份累计0.00元（0次）,,12.11亿元（截止至：2025年06月30日）份额规模11.9492亿份（截止至：2025年06月30日）,该基金无跟踪标的
020303（前端）基金类型混合型-偏股,成功,0.20%（每年）,,1.20%（前端）,,,1.20%（每年）,0.00%（每年）,中证2000指数收益率*90%+中证港股通综合指数收益率*5%+银行活期存款利率(税后)*5%,0.3072亿份（截止至：2025年06月30日）,2024年01月08日,信澳星亮智选混合型证券投资基金,建设银行,信澳星亮智选混合A,信达澳亚基金,混合型-偏股,冯玺祥,2024年01月30日 / 3.152亿份,每份累计0.00元（0次）,,0.48亿元（截止至：2025年06月30日）份额规模0.3072亿份（截止至：2025年06月30日）,该基金无跟踪标的
009883（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.50%（每年）,沪深300指数收益率×70%+中债国债总全价指数收益率×25%+恒生指数收益率×5%,0.0553亿份（截止至：2025年06月30日）,2020年08月17日,华润元大核心动力混合型证券投资基金,中泰证券,华润元大核心动力混合C,华润元大基金,混合型-偏股,刘宏毅,2020年08月24日 / 2.201亿份,每份累计0.00元（0次）,,0.04亿元（截止至：2025年06月30日）份额规模0.0553亿份（截止至：2025年06月30日）,该基金无跟踪标的
014416（前端）基金类型股票型,成功,0.20%（每年）,,1.20%（前端）天天基金优惠费率：0.12%（前端）,,,1.20%（每年）,0.00%（每年）,中证800指数收益率*80%+恒生指数收益率*10%+金融机构人民币活期存款利率(税后)*10%,0.0808亿份（截止至：2025年06月30日）,2021年12月10日,泰康研究精选股票型发起式证券投资基金,国信证券,泰康研究精选股票发起A,泰康基金,股票型,陆建巍,2021年12月28日 / 1.168亿份,每份累计0.00元（0次）,,0.07亿元（截止至：2025年06月30日）份额规模0.0808亿份（截止至：2025年06月30日）,该基金无跟踪标的
011412（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.40%（每年）,中证500指数收益率*65%+中证港股通综合指数收益率*20%+中债总指数收益率*15%,1.676亿份（截止至：2025年06月30日）,2021年02月18日,易方达远见成长混合型证券投资基金,建设银行,易方达远见成长混合C,易方达基金,混合型-偏股,武阳,2021年03月05日 / 75.592亿份,每份累计0.00元（0次）,,1.98亿元（截止至：2025年06月30日）份额规模1.676亿份（截止至：2025年06月30日）,该基金无跟踪标的
014111（前端）基金类型指数型-股票,成功,0.10%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,0.50%（每年）,0.25%（每年）,中证稀有金属主题指数收益率*95%+银行活期存款利率(税后)*5%,2.945亿份（截止至：2025年06月30日）,2021年11月16日,嘉实中证稀有金属主题交易型开放式指数证券投资基金发起式联接基金,中国银河,嘉实中证稀有金属主题ETF发起联接C,嘉实基金,指数型-股票,田光远,2021年12月01日 / 0.608亿份,每份累计0.00元（0次）,,1.66亿元（截止至：2025年06月30日）份额规模2.945亿份（截止至：2025年06月30日）,中证稀有金属主题指数
010779（前端）基金类型混合型-偏股,成功,0.20%（每年）,,1.20%（前端）天天基金优惠费率：0.12%（前端）,,,1.20%（每年）,0.00%（每年）,中证500指数收益率*75%+中债综合全价(总值)指数收益率*25%,1.961亿份（截止至：2025年06月30日）,2020年12月25日,西部利得量化优选一年持有期混合型证券投资基金,光大银行,西部利得量化优选一年持有A,西部利得基金,混合型-偏股,翟梓舰,2021年01月19日 / 4.027亿份,每份累计0.27元（12次）,,2.27亿元（截止至：2025年06月30日）份额规模1.961亿份（截止至：2025年06月30日）,该基金无跟踪标的
016465（前端）基金类型混合型-偏股,成功,0.20%（每年）,0.00%（前端）,0.00%（前端）,1.50%（前端）,,1.20%（每年）,0.60%（每年）,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,12.5234亿份（截止至：2025年06月30日）,2022年08月22日,兴证全球合瑞混合型证券投资基金,招商银行,兴证全球合瑞混合C,兴证全球基金,混合型-偏股,谢书英,2022年09月07日 / 49.499亿份,每份累计0.00元（0次）,,12.03亿元（截止至：2025年06月30日）份额规模12.5234亿份（截止至：2025年06月30日）,该基金无跟踪标的
010852（前端）基金类型混合型-偏股,成功,0.20%（每年）,,1.20%（前端）,,,1.20%（每年）,0.00%（每年）,中证800指数收益率*70%+中证港股通综合指数收益率*10%+银行活期存款利率(税后)*20%,4.9948亿份（截止至：2025年06月30日）,2021年05月14日,中欧内需成长混合型证券投资基金,招商银行,中欧内需成长混合A,中欧基金,混合型-偏股,钟鸣,2021年08月03日 / 9.150亿份,每份累计0.00元（0次）,,3.54亿元（截止至：2025年06月30日）份额规模4.9948亿份（截止至：2025年06月30日）,该基金无跟踪标的
